Category,Date,Review Text,Score,Year,New Score
Malta,2016-10-01,Best thing!,5.0,2016,2
Malta,2016-10-01,Hit and miss,3.0,2016,0
Malta,2016-10-01,Lots of buses - but crowded at times,5.0,2016,2
Malta,2016-09-01,"Goes everywhere, on time and cheap.",5.0,2016,2
Malta,2016-10-01,a geat way to see malta,5.0,2016,2
Malta,2016-09-01,A bargain,5.0,2016,2
Malta,2016-09-01,Excellent way to get around Malta,5.0,2016,2
Malta,2016-10-01,Cheap and efficient,5.0,2016,2
Malta,2016-09-01,Extensive system,5.0,2016,2
Malta,2016-10-01,great system,5.0,2016,2
Malta,2016-09-01,Only used once.....,5.0,2016,2
Malta,2016-09-01,Buses galore,5.0,2016,2
Malta,2016-09-01,Great way to get around,5.0,2016,2
Malta,2016-09-01,everywhere you want to go,5.0,2016,2
Malta,2016-09-01,Robbed and involved in accident,1.0,2016,0
Malta,2016-08-01,excellent,5.0,2016,2
Malta,2016-09-01,Great service,5.0,2016,2
Malta,2016-09-01,Two euro bargain!,5.0,2016,2
Malta,2016-09-01,Excellent network of cheap buses,5.0,2016,2
Malta,2016-09-01,Malta Public Bus Transport,5.0,2016,2
Malta,2016-09-01,Essential,5.0,2016,2
Malta,2016-08-01,cheap travel,3.0,2016,2
Malta,2016-09-01,Great service,5.0,2016,2
Malta,2016-09-01,Cheap easy and convenient,5.0,2016,2
Malta,2016-08-01,Wonderful transit service,5.0,2016,2
Malta,2016-09-01,You must try this,5.0,2016,2
Malta,2016-09-01,21 Euro weekly card good value,5.0,2016,2
Malta,2016-09-01,Decent value bus cards,3.0,2016,2
Malta,2016-09-01,Easy to use and well worth the money,5.0,2016,2
Malta,2016-08-01,generally reliable,5.0,2016,2
Malta,2016-09-01,Watch out for last bus times,5.0,2016,2
Malta,2016-09-01,Excellent Public Transport,5.0,2016,2
Malta,2016-08-01,Easy & Saves Money!,5.0,2016,2
Malta,2016-09-01,Good choise,5.0,2016,2
Malta,2016-08-01,Very Busy,5.0,2016,2
Malta,2016-08-01,Very convenient.,3.0,2016,2
Malta,2016-08-01,Bus service needs help (to say the least),1.0,2016,0
Malta,2016-08-01,Good but very busy,5.0,2016,2
Malta,2016-08-01,Fantastic way to see the island,5.0,2016,2
Malta,2016-08-01,Great bus service,5.0,2016,2
Malta,2016-08-01,"Frequent, cheap",5.0,2016,2
Malta,2016-08-01,An inepensive way of travelling in Malta,5.0,2016,2
Malta,2016-05-01,No need for a hire car,5.0,2016,2
Norway,2020-03-01,City break in Oslo,5.0,2020,2
Norway,2019-11-01,A must for Museum aficionados,5.0,2019,2
Norway,2019-11-01,Worth it if you plan to visit 4 or more museums on a day,5.0,2019,2
Norway,2019-10-01,"Very good idea if you want to make the most of museums in one, two or three days",5.0,2019,2
Norway,2019-10-01,Most of Oslo attractions and all public transportation included!,5.0,2019,2
Norway,2019-07-01,Waste of time and money!,3.0,2019,2
Norway,2019-08-01,Very good value,5.0,2019,2
Norway,2019-08-01,Good for Museum lovers,5.0,2019,2
Norway,2019-07-01,Highly Recommend!!,5.0,2019,2
Norway,2019-06-01,It made our visit so simple.,5.0,2019,2
Norway,2019-06-01,"Great for a flexible schedule, Local Customer Service could be better",5.0,2019,2
Norway,2019-07-01,Easy to get online and quick to activate in Oslo,5.0,2019,2
Norway,2019-06-01,Well worth the Cost,5.0,2019,2
Norway,2019-06-01,Visit up to 36 (or however many you can fit in) with free transport inbetween,5.0,2019,2
Norway,2019-05-01,scandinavia,5.0,2019,2
Norway,2019-06-01,Download the Oslo Pass booklet and do the math,5.0,2019,2
Norway,2019-05-01,Fantastic!!!,5.0,2019,2
Norway,2018-09-01,Oslo public transportation,5.0,2018,2
Norway,2018-05-01,Cracking value for money,5.0,2018,2
Norway,2018-06-01,Oslo City Pass,5.0,2018,2
Norway,2018-06-01,So worth it!,5.0,2018,2
Norway,2018-05-01,a rip off if you as me!,1.0,2018,0
Norway,2018-05-01,"Great value, saving a lot of time AND money",5.0,2018,2
Poland,2022-09-01,Gorgeous stations and journey,5.0,2022,2
Poland,2022-12-01,WAW,5.0,2022,2
Poland,2022-08-01,Warsaw Underground,3.0,2022,2
Poland,2022-08-01,Good way to commute,3.0,2022,2
Poland,2022-05-01,Warsaw Metro,3.0,2022,2
Poland,2022-07-01,"Simple, efficient and affordable",5.0,2022,2
Poland,2020-02-01,A good way to get around,5.0,2020,2
Poland,2019-10-01,Very efficient,5.0,2019,2
Poland,2019-09-01,Very cheap and efficient,5.0,2019,2
Poland,2019-09-01,Depends on the day!,3.0,2019,2
Poland,2019-08-01,Free to 70 and over,5.0,2019,2
Poland,2019-06-01,Inexpensive and efficient,5.0,2019,2
Poland,2018-07-01,Efficient and affordable,5.0,2018,2
Poland,2018-07-01,Easy to use,5.0,2018,2
Poland,2018-06-01,Astonishing Clean,5.0,2018,2
Poland,2017-12-01,Nice subway,5.0,2017,2
Poland,2017-05-01,good system,5.0,2017,2
Poland,2017-05-01,Means to an end,5.0,2017,0
Poland,2017-05-01,It is important to buy the one day pass ticket,5.0,2017,2
Poland,2017-04-01,Easy to use and low cost,5.0,2017,2
Poland,2017-04-01,It is New,5.0,2017,2
Poland,2017-02-01,"Fast, modern and cheap",5.0,2017,2
Poland,2016-10-01,Nothing extraordinary.,3.0,2016,2
Poland,2016-08-01,"Clean, efficient and cheap",5.0,2016,2
Poland,2016-10-01,Clean and new,5.0,2016,2
Poland,2016-09-01,To be seen,3.0,2016,2
Slovenia,2023-04-01,Worst public transport system I ever see.,1.0,2023,2
Slovenia,2022-07-01,75 % not on time,1.0,2022,2
Slovenia,2022-07-01,Unreliable,1.0,2022,0
Slovenia,2019-10-01,Clean and on time,5.0,2019,2
Slovenia,2019-02-01,Buses are clean but slow and rare,1.0,2019,0
Slovenia,2018-09-01,Useful,5.0,2018,2
Slovenia,2018-07-01,Decent public transport service,5.0,2018,2
Slovenia,2018-06-01,Useful,3.0,2018,2
Slovenia,2018-04-01,"Foreign cards not accepted by ""Urbanomats""",1.0,2018,0
Slovenia,2018-01-01,Public transporrt,5.0,2018,2
Spain,2023-11-01,Great way to get around Barcelona,5.0,2023,2
Spain,2023-05-01,The best way to get around town,5.0,2023,2
Spain,2023-09-01,Efficient,5.0,2023,2
Spain,2023-09-01,Metro Barcelona,5.0,2023,2
Spain,2023-06-01,Clean and easy 👍🏻,5.0,2023,2
Spain,2023-05-01,Locals aren't very friendly,3.0,2023,2
Spain,2023-03-01,Great way to get around Barcelona,5.0,2023,2
Spain,2023-04-01,Subway subpar,1.0,2023,2
Spain,2023-03-01,Not the world's finest,1.0,2023,0
Spain,2023-02-01,Tremendous in scope and efficiency,5.0,2023,2
Spain,2023-03-01,Pickpockets,5.0,2023,2
Spain,2023-03-01,Not clean but not too dirty- good to get around,3.0,2023,2
Spain,2022-09-01,Pickpocket,1.0,2022,2
Spain,2022-07-01,Great way to get around Barcelona!,5.0,2022,2
Spain,2022-06-01,Enthusiast heaven,5.0,2022,2
Spain,2022-04-01,"Clean, On time and Organised",5.0,2022,2
Spain,2022-02-01,Handy but dated,3.0,2022,0
Spain,2021-11-01,Transport,5.0,2021,2
Spain,2021-10-01,Good and easy transportation,5.0,2021,2
Spain,2021-07-01,Easy to buy tickets and navigate,5.0,2021,2
Spain,2021-05-01,Metro,5.0,2021,2
Spain,2020-01-01,Cheap & Easy Travel - T10 ticket was the Best Value,5.0,2020,2
Spain,2019-09-01,"Cheap, Fast and Convenient",5.0,2019,2
Spain,2020-02-01,An easy way to get around,5.0,2020,2
Spain,2019-11-01,Convenient Travel Around Town,5.0,2019,2
Spain,2020-03-01,Easy and quick and cheap,5.0,2020,2
Spain,2020-01-01,Great way to get around,5.0,2020,2
Spain,2020-02-01,User Friendly Metro System,5.0,2020,2
Spain,2019-06-01,Great transport system but be aware of scammers around the ticket machines,5.0,2019,2
Spain,2019-10-01,Beware Thief at Work!!!,1.0,2019,0
Spain,2019-11-01,Easy and inexpensive way to get around the city,5.0,2019,2
Spain,2019-12-01,Good metro,5.0,2019,2
Spain,2019-12-01,Handy,5.0,2019,2
Spain,2019-11-01,An efficient metro system,5.0,2019,2
Spain,2019-10-01,Metro Barcelona October 2019,5.0,2019,2
Spain,2019-09-01,Good Metro,5.0,2019,2
Spain,2019-11-01,Great metro - gormless thief,5.0,2019,2
Spain,2019-11-01,Take the Metro!,5.0,2019,2
Spain,2019-10-01,Great value,5.0,2019,2
Spain,2019-10-01,System itself works really well. Great price,5.0,2019,2
Spain,2019-10-01,"Very efficient - but seriously, especially you guys, pickpockets are here!",5.0,2019,2
Spain,2019-10-01,Great value and easy to navigate,5.0,2019,2
Spain,2019-10-01,Great,5.0,2019,2
Spain,2019-09-01,"Brilliant, reliable and clean",5.0,2019,2
Spain,2019-09-01,City break,5.0,2019,2
Spain,2019-09-01,Best way to get around the city,5.0,2019,2
Spain,2019-09-01,Subway,5.0,2019,2
Spain,2019-08-01,Nice Metro station,5.0,2019,2
Spain,2019-07-01,Amazing public transport,5.0,2019,2
Spain,2019-08-01,Simple and well-priced,5.0,2019,2
Spain,2019-08-01,Avoid the the Barcelona Metro,1.0,2019,0
Spain,2019-07-01,Beware of Pick Pocketers,1.0,2019,0
Spain,2019-08-01,Ticketing system is awful,3.0,2019,0
Spain,2019-07-01,"Scam everywhere, be careful",1.0,2019,0
Spain,2019-07-01,Efficient,5.0,2019,2
Spain,2019-05-01,Airport Train/Metro Transfer -- Be Careful!,3.0,2019,2
Spain,2019-04-01,"Clean, Quick, Safe, Efficient Metro - so easy to use!",5.0,2019,2
Spain,2019-06-01,"Good, Clean, Safe, and Nicely Run Subway System....",5.0,2019,2
Spain,2019-06-01,"Great way to get around the city, dense network!",5.0,2019,2
Spain,2019-05-01,Good way to get around,5.0,2019,2
Spain,2019-05-01,Excellent service,5.0,2019,2
Spain,2019-05-01,Easy to use ... watch the pickpockets,5.0,2019,2
Spain,2018-07-01,Should have read Tripadvisor reviews before buying single trip tickets......,5.0,2018,2
Spain,2019-05-01,Caution is always the best policy,5.0,2019,2
Spain,2019-05-01,Metro BCN is Amazing!!!,5.0,2019,2
Spain,2019-03-01,Convenient transport around the city,5.0,2019,2
Spain,2019-05-01,EASY way to get around the city,5.0,2019,2
Spain,2019-04-01,Cheap & easy to get around the City,5.0,2019,2
Spain,2019-05-01,Easy To Use,5.0,2019,2
Spain,2019-05-01,Be careful buying your Metro ticket,1.0,2019,2
Spain,2019-05-01,Excellent way to move around this beautiful city.,5.0,2019,2
Spain,2019-05-01,Easy to use and wfficient,5.0,2019,2
Spain,2019-05-01,Sarge the plank,5.0,2019,2
Spain,2019-05-01,Amazing value,5.0,2019,2
Spain,2018-11-01,Frequent and clean,5.0,2018,2
Spain,2019-04-01,Great metro BUT got robbed,3.0,2019,2
Spain,2019-04-01,Barcelona Metro system is a Pick-pockets dream!,1.0,2019,0
Spain,2019-04-01,If a man drops coins in front of you look behind you,5.0,2019,0
Spain,2019-03-01,Tips of the Metro,5.0,2019,2
Spain,2019-03-01,Metro stop at airport requires walking across crosswalk,3.0,2019,1
Spain,2019-03-01,Fast inexpensive and convenient transfer on R2 Nord train from terminal 2 at BCN; 30 minutes to heart of city,5.0,2019,2
Spain,2019-03-01,"Convenient, Cheap, and Runs Frequently",5.0,2019,2
Spain,2019-02-01,Great tourist tickets,5.0,2019,2
Spain,2019-03-01,"Metro - well connected lines, runs often",5.0,2019,2
Spain,2019-02-01,"Fantastic, cheap and fast. Beware of pickpockets",5.0,2019,2
Spain,2019-01-01,Fantastic Value,5.0,2019,2
Spain,2019-02-01,"Excellent value, easy to use....",5.0,2019,2
Spain,2019-02-01,London Oyster card should take note...,5.0,2019,2
Spain,2019-01-01,Great transport,5.0,2019,2
Spain,2019-01-01,Good and cheap,5.0,2019,2
Spain,2019-01-01,Easy and Friendly,5.0,2019,2
Spain,2019-01-01,Easy to use for visitors!,5.0,2019,2
Spain,2018-11-01,Exellent,5.0,2018,2
Spain,2018-12-01,Transport from hotel to city centre,5.0,2018,2
Spain,2018-12-01,Love the Metro!,5.0,2018,2
Spain,2018-12-01,Cheap and Easy to Navigate.,5.0,2018,2
Spain,2018-12-01,Brilliant,5.0,2018,2
Spain,2018-11-01,Easy and convenient!,5.0,2018,2
Spain,2018-12-01,Good metro,5.0,2018,2
Spain,2018-11-01,great way to get to places quickly,5.0,2018,2
Spain,2018-11-01,Excellent and fast...,5.0,2018,2
Spain,2018-11-01,Pick pocketer,1.0,2018,0
Spain,2018-11-01,Great metro.....,5.0,2018,2
Spain,2018-11-01,Decent not as good as Madrids,3.0,2018,1
Spain,2018-11-01,BEWARE OF PICKPOCKETS!!,5.0,2018,0
Spain,2018-10-01,The Metro (TMB) system will get you anywhere in Barcelona.,5.0,2018,2
Spain,2018-11-01,Really easy!,5.0,2018,2
Spain,2018-10-01,"You can't use your T10 ticket to get to the airport by Metro, but you CAN if you go by train!!",5.0,2018,2
Spain,2018-09-01,Good coverage of Barcelona city,5.0,2018,2
Spain,2018-10-01,Fast and clean!,5.0,2018,2
Spain,2018-10-01,Organised,5.0,2018,2
Spain,2018-09-01,Use your common sense.,5.0,2018,2
Spain,2018-09-01,Easy to use,5.0,2018,2
Spain,2018-10-01,Easy to use public transportation,5.0,2018,2
Spain,2018-09-01,Excellent transport system,5.0,2018,2
Spain,2018-09-01,Pickpockets are rampant so take care!,3.0,2018,0
Spain,2017-10-01,"A bit confusing, but it will do the work.",3.0,2017,2
Spain,2017-10-01,Great way to travel in Barcelona,5.0,2017,2
Spain,2018-04-01,A great way to explore the city,5.0,2018,2
Spain,2018-09-01,Efficient service but breeding with pickpockets,3.0,2018,2
Spain,2018-09-01,Unreal setup,5.0,2018,2
Spain,2018-09-01,Watch out there are thieves about,1.0,2018,0
Spain,2018-09-01,Was hit by pickpockets,1.0,2018,0
Spain,2018-09-01,Beware of pickpockets on Barcelona metro,5.0,2018,2
Spain,2018-09-01,Metro Barcelona,5.0,2018,2
Spain,2018-09-01,Ticket Tip,5.0,2018,2
Spain,2018-08-01,Not Service-Friendly,1.0,2018,2
Spain,2018-08-01,Easy travel,5.0,2018,2
Spain,2018-08-01,Extremely efficient,5.0,2018,2
Spain,2018-08-01,So East to Use,5.0,2018,2
Spain,2018-08-01,Excellent system,5.0,2018,2
Spain,2018-08-01,Metro,5.0,2018,2
Spain,2018-08-01,Pick pocketed,1.0,2018,0
Spain,2018-08-01,Pick pockets.,1.0,2018,0
Spain,2018-08-01,Beware Pickpockets,1.0,2018,0
Spain,2018-08-01,Large,5.0,2018,2
Spain,2018-07-01,Awesome metro that is easy to use,5.0,2018,2
Spain,2018-07-01,Robbers around,1.0,2018,2
Spain,2018-07-01,Pickpockets at Metro,1.0,2018,2
Spain,2018-07-01,Using metro to get around,1.0,2018,2
Spain,2018-07-01,Wheel Chair Disabled Access,5.0,2018,2
Spain,2018-07-01,A shame,1.0,2018,0
Spain,2018-07-01,"Hot, but great",5.0,2018,2
Spain,2018-05-01,A1,5.0,2018,2
Spain,2018-07-01,"Be a little adventurous, take the metro",5.0,2018,2
Spain,2018-04-01,Wheelchair accessible transport,5.0,2018,2
Spain,2018-07-01,Visit to Barcelona for guns n roses concert,5.0,2018,2
Spain,2018-06-01,Great service,5.0,2018,2
Spain,2018-06-01,Watch your pockets....,5.0,2018,0
Spain,2018-06-01,Don't be scared to try it!,5.0,2018,2
Spain,2018-06-01,Pick pocketed,1.0,2018,0
Spain,2018-06-01,Theft on the metro,1.0,2018,0
Spain,2018-05-01,Spain,5.0,2018,2
Spain,2018-05-01,T10 tickets were a star!,5.0,2018,0
Spain,2018-05-01,Easy way to get around Barcelona,5.0,2018,2
Spain,2018-05-01,Easy To Use And Effective Transportation,3.0,2018,2
Spain,2018-05-01,To close for comfort,1.0,2018,2
Spain,2018-04-01,"Fast, efficient, but with plenty of pickpockets",5.0,2018,2
Spain,2018-05-01,Great public transport,5.0,2018,2
Spain,2018-05-01,Great to discovering city,5.0,2018,2
Spain,2018-04-01,"Quick, easy and inexpensive way to travel.",5.0,2018,2
Spain,2018-03-01,Easy to Use,5.0,2018,2
Spain,2018-04-01,Very good and frequent,5.0,2018,2
Spain,2018-04-01,Cheap and easy way to get around the city,5.0,2018,2
Spain,2018-04-01,Metro and Buses are a real Bargain!,5.0,2018,2
Spain,2018-04-01,Be careful!,3.0,2018,2
Spain,2018-04-01,Stolen wallet,1.0,2018,0
Spain,2018-04-01,Cheaper metro- airport to hotel,5.0,2018,2
Spain,2018-03-01,Great Subway System,5.0,2018,2
Spain,2017-04-01,"An exellent well designed, clean and well operated system.",5.0,2017,2
Spain,2018-03-01,Cheap way of getting about the city,5.0,2018,2
Spain,2018-03-01,Good metro,5.0,2018,2
Spain,2017-07-01,It's a good one,5.0,2017,2
Spain,2018-01-01,Great way to visit Barcelona !,5.0,2018,2
Spain,2018-02-01,All the stops we used had street to stop lifts,5.0,2018,0
Spain,2018-01-01,A very good Metro system.,5.0,2018,2
Spain,2018-01-01,Getting from airport to Sagrada Familia or Ibis Barcelona Centro and other tips,5.0,2018,2
Spain,2018-01-01,Fast and safe,5.0,2018,2
Spain,2018-01-01,Great Value!,5.0,2018,2
Spain,2018-01-01,Easy to navigate,5.0,2018,2
Spain,2017-10-01,No where near as good as Madrids,3.0,2017,2
Spain,2017-12-01,Practical way to move,5.0,2017,2
Spain,2017-12-01,The best way to get around,5.0,2017,2
Spain,2017-10-01,For we Brits it's just like being in London.,5.0,2017,2
Spain,2017-12-01,Better deal T50 for 30 days for €42,5.0,2017,2
Spain,2017-11-01,Buy a T-10 and Use From Airport on RENFE,5.0,2017,2
Spain,2017-09-01,"Many Stations, Quite Convenient!",5.0,2017,2
Spain,2017-11-01,Super easy and fast,5.0,2017,2
Spain,2017-11-01,Easy To Use,5.0,2017,2
Spain,2017-10-01,Easy to understand and use,5.0,2017,2
Spain,2017-09-01,Great Metro system!,5.0,2017,2
Spain,2017-10-01,Convienent and cheap way to see the city,5.0,2017,2
Spain,2017-09-01,Save money buying Barcelona metro tickets online,5.0,2017,2
Spain,2017-10-01,Very good public transportation,5.0,2017,2
Spain,2017-10-01,"Easy, fast and cheap",5.0,2017,2
Spain,2017-09-01,Easy to use and good value,5.0,2017,2
Spain,2017-09-01,"Some pros, only one con",5.0,2017,2
Spain,2017-09-01,Very efficient,5.0,2017,2
Spain,2017-09-01,A brilliant service,5.0,2017,2
Spain,2017-09-01,"Clean, convenient, fast",5.0,2017,2
Spain,2017-09-01,BEWARE OF THE METRO PICKPOCKETS,5.0,2017,0
Spain,2017-09-01,Brilliant. Get a T10 ticket!,5.0,2017,2
Spain,2017-09-01,Excellent way to get around,5.0,2017,2
Spain,2017-09-01,Clean and efficient,5.0,2017,2
Spain,2017-08-01,Great way to see Barcelona,5.0,2017,2
Spain,2017-08-01,easy,5.0,2017,2
Spain,2017-08-01,Easy - cheap and no complaints,5.0,2017,2
Spain,2017-08-01,Great Way to Get Around Barcelona,5.0,2017,2
Spain,2017-07-01,Great way to get around Barcelona,5.0,2017,2
Spain,2017-08-01,Ditch the taxi take the train,5.0,2017,2
Spain,2017-08-01,Great way to get around! BEWARE THE PICKPOCKETS!!!,5.0,2017,2
Spain,2017-07-01,Efficient and cheap,5.0,2017,2
Spain,2017-04-01,Extremely Useful,5.0,2017,2
Spain,2017-07-01,The way to get around.,5.0,2017,2
Spain,2017-05-01,In Retrospect,5.0,2017,2
Spain,2017-07-01,Thumbs up for the metro,5.0,2017,2
Spain,2017-07-01,"Buy a Pass for how many days you are staying, this saves you over £50 each!!",5.0,2017,2
Spain,2017-06-01,The T10 is your friend,5.0,2017,2
Spain,2017-05-01,Efficient and inexpensive,5.0,2017,2
Spain,2017-05-01,Very Efficient,5.0,2017,2
Spain,2017-05-01,A model for others,5.0,2017,2
Spain,2016-12-01,Best Way To Travel,5.0,2016,2
Spain,2017-05-01,Great for getting about the city,5.0,2017,2
Spain,2017-04-01,"Fast, easy to use and cheap great way to see a large city",5.0,2017,2
Spain,2017-04-01,Use it to see sprawling Barcelona fast without breaking the bank or spending time in traffic,5.0,2017,2
Spain,2017-04-01,Couldn't have seen it all without it,5.0,2017,2
Spain,2017-03-01,Fast and efficient,5.0,2017,2
Spain,2017-04-01,It's the best way to move fast in the city,5.0,2017,2
Spain,2017-03-01,Easy,5.0,2017,2
Spain,2017-04-01,Easy to navigate,5.0,2017,2
Spain,2017-02-01,Good access across the city,5.0,2017,2
Spain,2017-02-01,Convenient and great value,5.0,2017,2
Spain,2016-09-01,An all around good Metro system.,5.0,2016,2
Spain,2017-02-01,Great stuff,5.0,2017,2
Spain,2017-02-01,Fairly easy to use,5.0,2017,2
Spain,2017-01-01,Not that easy,3.0,2017,2
Spain,2017-01-01,Easy peasy - definitely recommend,5.0,2017,2
Spain,2017-01-01,What a treat.,5.0,2017,2
Spain,2016-12-01,Brilliant way to get around Barcelona,5.0,2016,2
Spain,2017-01-01,A Few Words of Advice,5.0,2017,2
Spain,2016-12-01,"Excellent Subway, Great way to get around",5.0,2016,2
Spain,2017-01-01,Easy Travels,5.0,2017,2
Spain,2017-01-01,Very Good Subway System,5.0,2017,2
Spain,2016-12-01,Good value!,5.0,2016,2
Spain,2016-12-01,Good value & efficient,5.0,2016,2
Spain,2016-12-01,Regular and efficient,5.0,2016,2
United Kingdom,2023-10-01,TFL Ignores Problems from Visitors,1.0,2023,0
United Kingdom,2023-08-01,BEWARE Transport for London and/or Oyster Card,1.0,2023,2
United Kingdom,2023-09-01,Quite impressed in comparison with my local bus services,5.0,2023,2
United Kingdom,2023-06-01,TfL Contactless does NOT mean Contactless card,1.0,2023,0
United Kingdom,2023-07-01,Ok,3.0,2023,1
United Kingdom,2023-07-01,Rubbish,1.0,2023,0
United Kingdom,2023-04-01,went out of his way,5.0,2023,2
United Kingdom,2023-02-01,Ulez is destroying businesses,1.0,2023,0
United Kingdom,2022-12-01,Arnaque,1.0,2022,0
United Kingdom,2023-02-01,"Horrible service, delays",1.0,2023,0
United Kingdom,2023-02-01,"Friendly and helpful staff made my trip soooo pleasant, thank you.",5.0,2023,2
United Kingdom,2022-11-01,Dreadful experience,1.0,2022,0
United Kingdom,2023-01-01,Public cancellation system,1.0,2023,2
United Kingdom,2022-12-01,What crap service and leadership,1.0,2022,0
United Kingdom,2022-12-01,Bring hand sanitizer 😖,1.0,2022,0
United Kingdom,2023-01-01,Very poor,1.0,2023,0
United Kingdom,2022-10-01,The worst customer service I have ever received in the nine European countries I’ve visited,1.0,2022,0
United Kingdom,2022-10-01,Don’t even answer the phone.,1.0,2022,1
United Kingdom,2022-08-01,Clueless Online Staff and Service,1.0,2022,0
United Kingdom,2022-08-01,Awful,1.0,2022,0
United Kingdom,2022-08-01,Strike...,1.0,2022,0
United Kingdom,2022-07-01,Ignorant and unhelpful,1.0,2022,0
United Kingdom,2022-06-01,Smokers have no consideration for others,1.0,2022,0
United Kingdom,2022-02-01,Annoying,1.0,2022,0
United Kingdom,2022-02-01,Excellent public transport system,5.0,2022,2
United Kingdom,2022-01-01,ABSOLUTE PERFECTION GUARANTEED TO THE VERY HIGHEST STANDARDS,5.0,2022,0
United Kingdom,2022-01-01,Awful,1.0,2022,0
United Kingdom,2021-10-01,"Helpful, efficient, friendly",5.0,2021,2
United Kingdom,2021-09-01,First class travel in London.,5.0,2021,2
United Kingdom,2021-08-01,Thankful,5.0,2021,2
United Kingdom,2020-09-01,Dreadful,1.0,2020,0
United Kingdom,2021-07-01,Outstanding helpfulness,5.0,2021,2
United Kingdom,2021-05-01,Bad experience,1.0,2021,0
United Kingdom,2020-11-01,8 months pregnant and door closed right before let in,1.0,2020,0
United Kingdom,2020-08-01,Very convenient,5.0,2020,2
United Kingdom,2020-06-01,Take As You Find,5.0,2020,2
United Kingdom,2020-01-01,Nice way to get familiar with London: The one-day bus and tram pass for just £5,5.0,2020,2
United Kingdom,2019-12-01,Public transit - Christmas caution,5.0,2019,0
United Kingdom,2019-10-01,Get a laugh at using your Oyster card properly,5.0,2019,2
United Kingdom,2019-11-01,Best Transport System,5.0,2019,2
United Kingdom,2019-12-01,Amazing system:Amazing staff!!!,5.0,2019,2
United Kingdom,2019-11-01,"""The driver has been instructed to wait at this bus stop to even out the gaps in the service!""",3.0,2019,1
United Kingdom,2019-08-01,Recommendations from an ex-Londoner/frequent visitor,5.0,2019,2
United Kingdom,2019-03-01,efficient but can cost you.,3.0,2019,2
United Kingdom,2019-09-01,Oyster card customer service,5.0,2019,2
United Kingdom,2019-09-01,HELP WAS AT HAND,5.0,2019,2
United Kingdom,2019-08-01,Impossible to get in touch,1.0,2019,2
United Kingdom,2019-06-01,So Easy!,5.0,2019,2
United Kingdom,2019-07-01,What a fantastic service,5.0,2019,2
United Kingdom,2019-03-01,Kathlyn - Helpful - Welcoming!,5.0,2019,2
United Kingdom,2019-04-01,Contactless Card Made Traveling SOOOO Easy!,5.0,2019,2
United Kingdom,2019-02-01,Unacceptable,1.0,2019,0
United Kingdom,2019-04-01,Constant Destruction of Roadspace,1.0,2019,0
United Kingdom,2018-09-01,Not for most tourists - especially handicapped,1.0,2018,0
United Kingdom,2019-04-01,NOT EVEN WORTH 1 STAR RATING,1.0,2019,0
United Kingdom,2019-01-01,Bus driver on line 24 provided excellent customer service to elderly passanger,5.0,2019,2
United Kingdom,2018-12-01,Disgraceful action,3.0,2018,0
United Kingdom,2018-10-01,Mixed Reviews for Oyster Card,1.0,2018,2
United Kingdom,2018-08-01,GREAT transport within Greater London,5.0,2018,2
United Kingdom,2018-11-01,Horrible customer support,1.0,2018,0
United Kingdom,2018-10-01,Terrible idea for fare payment,1.0,2018,0
United Kingdom,2018-07-01,Oyster Card,1.0,2018,2
United Kingdom,2018-09-01,Time accurate,5.0,2018,2
United Kingdom,2018-08-01,Made our trip easy!,5.0,2018,2
United Kingdom,2018-07-01,"SEE IT, SAY IT, NOT sorted",1.0,2018,2
United Kingdom,2018-07-01,Really impressed,5.0,2018,2
United Kingdom,2018-07-01,Wonderful ground staff,5.0,2018,2
United Kingdom,2018-04-01,Go ride with them,5.0,2018,2
United Kingdom,2018-03-01,Thank you Transport for London!,5.0,2018,2
Ireland,2023-12-01,The usual horrible service,1.0,2023,0
Ireland,2023-12-01,Great Service from Dublin to Newry Train,3.0,2023,2
Ireland,2023-11-01,Frustrations with Seat Reservation System,1.0,2023,0
Ireland,2023-11-01,Idiots somehow manage to constantly delay the dart,1.0,2023,0
Ireland,2023-11-01,Not Professional,3.0,2023,2
Ireland,2023-10-01,"Not perfect, but better than most",5.0,2023,2
Ireland,2023-10-01,InterCity is horrible; avoid,1.0,2023,0
Ireland,2023-10-01,Brilliant staff at An Cobh Heritage line to Cork (from Cruise Terminal) and return journey.,5.0,2023,2
Ireland,2023-10-01,Helpful staff,5.0,2023,2
Ireland,2023-10-01,A great way to travel,5.0,2023,2
Ireland,2023-10-01,Used profelactic 🤢🤢🤮,3.0,2023,2
Ireland,2023-09-01,"Expensive, outdated, 90s flashback",1.0,2023,0
Ireland,2023-10-01,Combination of trains and buses,3.0,2023,2
Ireland,2023-10-01,Excellent service,5.0,2023,2
Ireland,2023-09-01,Railtours Ireland’s Emerald Pullman…a life experience not to be missed!,5.0,2023,0
Ireland,2023-09-01,Great Value,5.0,2023,2
Ireland,2023-09-01,Excellent way to travel in Ireland!,5.0,2023,2
Ireland,2023-09-01,Excellent Customer Service,5.0,2023,2
Ireland,2023-08-01,See the Irish landscape from the train,5.0,2023,2
Ireland,2023-08-01,Such a bad service,1.0,2023,0
Ireland,2023-08-01,Terrible,1.0,2023,0
Ireland,2023-07-01,Standing room only on a 2-1/2 hr trip!,1.0,2023,0
Ireland,2023-08-01,Great customer service,5.0,2023,2
Ireland,2023-08-01,Uncomfortable.,1.0,2023,0
