Reviewer,Contributions,Score,Review Text,Date
Terry B,Terry B,3.0,Great to use but be careful,2015-10-01
Jacquelinevdhaar,Jacquelinevdhaar,5.0,Good!,2015-10-01
Veggieon,Veggieon,5.0,Easy to use,2015-10-01
Eetamaman,Eetamaman,4.0,Be careful during rush hour!,2015-06-01
southman37,southman37,1.0,Paris Metro Ticket Warning Scam By Rude Metro Officials,2015-10-01
AriedeG,AriedeG,4.0,Vry good transportation,2015-10-01
James T,James T,4.0,"Go, Go Metro",2015-06-01
Robert P,Robert P,5.0,Easy,2015-10-01
travelbugcaught91,travelbugcaught91,5.0,One of the best metro system,2015-10-01
DAVID L,DAVID L,5.0,Love the Metro ....,2014-11-01
Frans K,Frans K,5.0,The best I experienced,2015-10-01
Walter J,Walter J,5.0,Amazing,2015-10-01
Pomerols,Pomerols,4.0,Useful and cleaner then before,2015-10-01
Rimrunner,Rimrunner,4.0,Keep your ticket until you exit the station!,2015-09-01
katie2829,katie2829,3.0,Great way of transportation,2015-10-01
jessicahF5092NG,jessicahF5092NG,4.0,Cheap and easy to use,2015-10-01
Nfoster06,Nfoster06,4.0,The trains in Paris.,2015-10-01
Haifanic,Haifanic,2.0,"Not welcoming and unacceptable service, unreliable information.",2015-10-01
Roger-from-Sussex,Roger-from-Sussex,5.0,No train driver ~ What next?,2015-09-01
Gimmy1040,Gimmy1040,5.0,Great Experience,2015-10-01
McCotter123,McCotter123,1.0,Awful.,2015-10-01
The Travelling Piggy,The Travelling Piggy,5.0,Very extensive and efficient.,2015-03-01
csissons,csissons,4.0,Don't be afraid!,2015-09-01
Bill C,Bill C,5.0,"Don't Be Afraid, It's Easy",2015-10-01
eoin234,eoin234,5.0,"Easy to use, the best way to see a lot of Paris.",2015-09-01
Sue_Morrison,Sue_Morrison,4.0,Easy to navigate,2015-04-01
DevionNL,DevionNL,4.0,"The metro of paris, best way to get around fast!",2015-10-01
Happy Traveller,Happy Traveller,4.0,Efficient,2015-10-01
Ibadanboy,Ibadanboy,4.0,The best way to get around,2015-09-01
shirley f,shirley f,5.0,"Safe, easy & cheap way to travel around Paris",2015-09-01
TravelinJoe47,TravelinJoe47,5.0,Surprisingly Efficient!,2015-04-01
IAG2608,IAG2608,4.0,Gets you where you need to go,2014-10-01
mp4378,mp4378,5.0,"The Only Way to Get Around Paris-Use ""Visit Paris By Metro App""",2015-08-01
Dianne B,Dianne B,4.0,Cheap travel around City of Paris,2015-09-01
Dasha M,Dasha M,5.0,Fast and easy,2015-08-01
Jamie D,Jamie D,5.0,Saves a lot of time.,2015-09-01
PaulSampson187054,PaulSampson187054,5.0,Paris Metro - no probs,2015-05-01
JAT C,JAT C,4.0,Very convenient,2015-09-01
Tim G,Tim G,4.0,Great way to travel 👍🏻,2015-09-01
Roshan P,Roshan P,5.0,Fantastic travel system,2015-08-01
dgg123,dgg123,5.0,The only way to see paris,2015-08-01
Robin C,Robin C,5.0,Very easy to use for a first-time visitor,2015-09-01
John G,John G,4.0,Paris Metro *Great way to see Paris*,2015-09-01
JAXers,JAXers,4.0,"The best way to get around the city, but you will have to do a lot of walking",2015-09-01
karenpammy2016,karenpammy2016,5.0,Great way to get around this busy city!,2015-06-01
SWNP,SWNP,2.0,Didn't enjoy,2015-09-01
Lee W,Lee W,5.0,The metro is the logical way to get around.,2015-09-01
Sophies-Mom2008,Sophies-Mom2008,5.0,"Fast, easy and best way to see the real Paris",2015-09-01
Parag Agarawal,Parag Agarawal,5.0,It's a Web in the city,2015-09-01
theowler,theowler,5.0,Easy to navigate,2015-09-01
Komarski27,Komarski27,4.0,Easy,2015-09-01
Angela H,Angela H,5.0,Great cheap way to get around,2015-09-01
Schule96,Schule96,5.0,Top,2015-09-01
Mark_UK_tourist,Mark_UK_tourist,5.0,Great way to travel,2015-09-01
macey612,macey612,3.0,Watch ur bag at all times,2015-09-01
Melissa M,Melissa M,4.0,Easy for a suburban mom and college daughter,2015-09-01
Peter Y,Peter Y,4.0,"Tourists hop on board , a great way around Paris.",2015-09-01
Davide G,Davide G,4.0,Almost perfect,2015-08-01
Tim B,Tim B,5.0,Great,2015-08-01
PeterOdgaard,PeterOdgaard,5.0,The way to get around in Paris,2015-09-01
SaqibChoudhary,SaqibChoudhary,2.0,Bad for push chairs and disability access,2015-09-01
Bill G,Bill G,3.0,Forced to purchase return tickets,2015-08-01
Jennifer I,Jennifer I,5.0,"Easy, convenient and definitely the way to travel in paris",2015-09-01
Fred C,Fred C,3.0,spider web like convenience,2015-08-01
Tiplerfamily,Tiplerfamily,3.0,Convenient and easy to navigate but can be very dirty,2015-08-01
Cardiffjen,Cardiffjen,5.0,Clean & Easy,2015-08-01
Peter Bryenton,Peter Bryenton,3.0,Plan ahead!,2015-08-01
Craig P,Craig P,5.0,Very easy to use,2015-08-01
Judy M,Judy M,4.0,"Be Brave! Try the Metro, RER, or Bus System in Paris! It's Easy!",2015-08-01
John t,John t,5.0,Efficient,2015-08-01
jchanides,jchanides,5.0,Dogs on Paris metro,2015-08-01
Taxidevil,Taxidevil,5.0,Easy to use,2015-08-01
Cloud_Matt,Cloud_Matt,3.0,Efficient and inexpensive,2015-08-01
Sophie H,Sophie H,5.0,The best and quickest way to get around Paris,2015-08-01
Chris S,Chris S,4.0,What a buzz!,2015-07-01
Wattss1975,Wattss1975,5.0,Best way to travel in Paris.,2015-08-01
Kevin B,Kevin B,4.0,Do your Research,2015-07-01
Kaykayp,Kaykayp,4.0,The metro is easy to use and well set up,2015-08-01
avidtravels5,avidtravels5,3.0,Good price,2015-08-01
Parrot434,Parrot434,4.0,A Great Way to Get Around,2015-07-01
KatieLeigh123,KatieLeigh123,2.0,Two stars only for convenience,2015-08-01
thesteevesgroup,thesteevesgroup,5.0,Best in Europe,2015-05-01
Joanne P,Joanne P,2.0,Not a regular choice of transport i'd use,2015-08-01
buffalojim67,buffalojim67,2.0,Runs well but it's dirty and smelly,2015-08-01
samuelsings,samuelsings,4.0,"Cheap, Safe and Entertaining",2014-09-01
Ronald F,Ronald F,3.0,Old and Dirty,2015-05-01
Tudgey53,Tudgey53,4.0,Excellent but be aware!!,2015-07-01
placesreviews,placesreviews,5.0,A great way to travel round parus,2015-08-01
Eran Boudjnah,Eran Boudjnah,2.0,Not the Paris I rememebered,2015-08-01
Rodrigo Arellano,Rodrigo Arellano,4.0,Next Stop to Everywhere!,2015-05-01
OtisLift,OtisLift,1.0,Crook Mover,2015-07-01
Alistair W,Alistair W,4.0,great way to get about.,2015-07-01
glija,glija,4.0,Paris Metro,2015-07-01
Barbara Joy C,Barbara Joy C,5.0,Line 9 is nicer than most Paris metro lines,2015-07-01
John L,John L,2.0,Beware of the check points,2015-07-01
Dan M,Dan M,4.0,Better than average subway system,2015-07-01
JAYDenver,JAYDenver,5.0,A Great Way To Get Around Paris!,2015-05-01
Kyle B,Kyle B,5.0,Very easy to get anywhere,2015-07-01
Mfinity88,Mfinity88,3.0,Quick!,2014-12-01
Roelien V,Roelien V,4.0,Easy to use as a result of meticulous planning and layout,2015-07-01
RonL40,RonL40,5.0,"Very easy to use & you see the art of Hector Guimard, too!!",2015-06-01
tpadul,tpadul,5.0,You simply CANNOT get lost in the Metro!! Amazing!!!,2015-03-01
1Riverman1,1Riverman1,4.0,Excellent Transportation but Outdated,2015-06-01
Marina,Marina,5.0,You can do it,2015-07-01
Grante36,Grante36,4.0,Paris Metro/RER,2015-07-01
regan3_11,regan3_11,5.0,HAVE NO FEAR OF METRO,2015-07-01
F-Jafarpour,F-Jafarpour,5.0,Excellent means of transportation in Paris,2015-07-01
Yrfdes R,Yrfdes R,3.0,quick way of getting round,2015-02-01
OtherMountainDude,OtherMountainDude,4.0,You need this to get around Paris,2015-05-01
Gone Walkabout,Gone Walkabout,5.0,My best friend,2015-07-01
rsom27 .,rsom27 .,1.0,"Paris RATP Metro Inspectors rudest, uncivilized and rogues.Beware of them not Pickpockets",2015-07-01
sharon s,sharon s,1.0,Appalling treatment from Paris metro SFR.,2014-08-01
Andy Z,Andy Z,5.0,Very cheap and easy way to get around Paris,2015-07-01
Michaela K,Michaela K,2.0,Totally confusing and not Disabled friendly,2015-07-01
Foodie_4488,Foodie_4488,5.0,Great !,2014-11-01
Jobanni M,Jobanni M,1.0,Easiest way to get lost...,2015-07-01
Carolyne H,Carolyne H,4.0,A good way to get around Paris,2015-07-01
didi652015,didi652015,4.0,Great way to get around while in Paris,2015-06-01
Big_bro_1_usa,Big_bro_1_usa,3.0,Fast and efficient service.,2015-06-01
TheGlacierist,TheGlacierist,5.0,No way to make it in Paris without it,2015-06-01
Din Islam M,Din Islam M,4.0,very good connected,2014-08-01
NebraskaGirlInLondon,NebraskaGirlInLondon,2.0,Metro,2015-07-01
emma c,emma c,5.0,the only way to get round,2015-07-01
Debbie H,Debbie H,5.0,Easiest Subway system to use,2015-06-01
Pumpkin_Hollow,Pumpkin_Hollow,2.0,"Effective, but lacking in polish",2015-07-01
Big_bro_1_usa,Big_bro_1_usa,4.0,Easy enough to use the first time.,2015-06-01
MaudraS,MaudraS,4.0,You learn so much by riding the metro. Do it!,2015-06-01
Eluminaz,Eluminaz,4.0,Le Metro!,2015-06-01
Don H,Don H,4.0,Fast and Efficient Mtro,2015-06-01
Andre B,Andre B,2.0,"Paris Metro is very cheap, takes you everywhere around the city but is very old and with a lot of stairs",2015-06-01
Johnnie1948,Johnnie1948,4.0,Nothing works but.....,2015-07-01
Ann C,Ann C,5.0,Easy and convenient,2015-06-01
HokiTraveller,HokiTraveller,3.0,No help on Sundays,2015-06-01
JonathanSuch2013,JonathanSuch2013,4.0,My first time on the Paris Metro,2015-06-01
Linda N,Linda N,1.0,Scammed Big Time at Gard du Nord,2015-06-01
Bijoy T,Bijoy T,4.0,Best Way to get Around,2015-06-01
Tao S,Tao S,3.0,Don't discard your metro tickets!,2015-06-01
Velvette,Velvette,4.0,Good for the able bodied,2015-06-01
Alina P,Alina P,5.0,Amazing transport system,2014-07-01
chriswood72,chriswood72,5.0,Fast and efficient service to see the sights of Paris,2015-05-01
Tony B,Tony B,5.0,Best way to get around Paris,2015-05-01
Melo1,Melo1,5.0,Take the bus!,2015-06-01
nugrape,nugrape,5.0,A great way to get around the city!,2015-05-01
Soliman715,Soliman715,4.0,"Cheap , Easy way to travel, we saved alot in 4 days compared to bus",2015-05-01
ScarletOHara-14,ScarletOHara-14,1.0,Thugs in the Metro,2015-05-01
arwajid,arwajid,3.0,huge network,2014-09-01
Sara F,Sara F,5.0,Wonderful,2015-05-01
dunrel,dunrel,1.0,Holiday,2015-05-01
Yates26,Yates26,4.0,Lots of stairs & walking,2015-05-01
Ben C,Ben C,1.0,Dissapponting,2015-05-01
Housewithfourboys,Housewithfourboys,5.0,The Metro!,2015-05-01
Sharon M,Sharon M,5.0,Easy to use,2015-04-01
NYCLOVESME,NYCLOVESME,4.0,Good system BUT KEEP YOUR TICKETS,2015-05-01
cauchemars,cauchemars,4.0,Hard to navigate,2015-04-01
Pasha1965,Pasha1965,4.0,Like a rollercoaster metroline 1 (Defense - Vincennes),2015-05-01
Mike S,Mike S,4.0,Rookies on Rails,2015-05-01
Bronjo,Bronjo,5.0,Quick and clean,2015-05-01
leni_away,leni_away,5.0,The metro as entertainment venue; get a Navigo Decouverte; get great video of Eiffel Tower & the Seine from the metro,2015-05-01
Peter L,Peter L,4.0,London Tube - take note!!,2015-05-01
FariNChuck,FariNChuck,5.0,"Clean, Efficient and Easy to Use",2015-02-01
Wendy119186363,Wendy119186363,4.0,An efficient system is get around Paris,2015-05-01
Borse1075,Borse1075,4.0,"Great system, but carry cash just in case!",2015-02-01
Christopher C,Christopher C,3.0,quick and easy,2015-03-01
ECraigMcKay,ECraigMcKay,5.0,One of the great transportation systems of the world,2015-04-01
Dewi R,Dewi R,4.0,Great metro but sneaky swindlers!,2015-03-01
manzana26,manzana26,5.0,Metro makes it really easy to move in Paris,2015-03-01
sipivu,sipivu,4.0,a very convenient public transportation system,2015-03-01
golfingmad_10,golfingmad_10,1.0,"Beware: pick-pockets and thieves everywhere, use buses and taxis instead.",2014-08-01
Chocco99,Chocco99,5.0,Really convenient,2015-04-01
Funlovinfella,Funlovinfella,5.0,FOLLOW THE RULES!,2015-04-01
Chris B,Chris B,5.0,Most efficient form of travel - but Velibs still more fun,2015-04-01
Carol B,Carol B,1.0,Paris Metro - Beware Thieves!!!!,2015-04-01
RobbyBrads,RobbyBrads,5.0,Great! Easy to use and convenient,2015-03-01
Chris B,Chris B,4.0,"Cheap, easy, and frequent",2015-03-01
Lois K,Lois K,5.0,Best transportation in Paris,2015-03-01
BearPupSj,BearPupSj,4.0,The absolute BEST way to get around Paris,2015-01-01
msharma554,msharma554,3.0,Paris Metro,2015-02-01
RajeevMenon74,RajeevMenon74,5.0,Brilliant connectivity,2015-03-01
Philip M,Philip M,5.0,The Metro in Paris,2014-11-01
Jewelsworld,Jewelsworld,5.0,Best way to get around Paris!,2015-02-01
Yvonne C,Yvonne C,5.0,"Paris Metro easy to use, you don't need cabs",2015-02-01
Razorfish,Razorfish,5.0,A satisfying experience with the Paris Metro,2014-11-01
Jolyon67,Jolyon67,4.0,From homeless to designer stations,2015-01-01
Lorraine C,Lorraine C,1.0,Beware - Metro from airport,2015-02-01
Alistair H,Alistair H,5.0,Very easy to navigate,2015-02-01
cabottaxi,cabottaxi,3.0,Good points and bad,2015-02-01
Dawn,Dawn,5.0,so easy to use,2015-01-01
Ibadanboy,Ibadanboy,4.0,The Paris Metro,2015-01-01
Afendi59,Afendi59,1.0,I met the rudest public facing individual ever,2015-01-01
Rob Clayson,Rob Clayson,4.0,Easiest way to travel around Paris,2014-11-01
alxboricua,alxboricua,3.0,"Great to get around. Rude employees but ,,,, it is France get used to it",2015-01-01
Graham,Graham,5.0,Easy to use and great way to get around Paris,2014-04-01
megswhit,megswhit,3.0,Fastest way to get around,2014-12-01
Danielle V,Danielle V,1.0,governmet corruption at its best,2014-11-01
Carmen V,Carmen V,4.0,An experience,2014-11-01
Nick D,Nick D,2.0,Efficient but filthy and dangerous,2014-11-01
Chris G,Chris G,4.0,It gets you there.,2014-11-01
Knutey1111,Knutey1111,4.0,Huge Network,2014-09-01
Ohyoudidntknow,Ohyoudidntknow,4.0,Beautiful Stations & Grand Entrances!,2014-09-01
KLynn M,KLynn M,5.0,User friendly,2014-10-01
Natalie D,Natalie D,3.0,Easy to use but dangerous and dirty!,2014-10-01
Sue T,Sue T,4.0,Paris Metro Scam,2014-10-01
s p,s p,4.0,Quick and easy,2014-10-01
mhesterton,mhesterton,4.0,Be Alert...,2014-10-01
LinaOsorioV,LinaOsorioV,4.0,Easy and fast,2014-08-01
PrestonGuild,PrestonGuild,4.0,Get from A to B,2013-11-01
mrsagf,mrsagf,5.0,"Cheap, efficient and easy to use",2014-05-01
bluezazzria,bluezazzria,1.0,take the bus,2014-09-01
Murp52,Murp52,1.0,Beware of pickpockets,2014-09-01
matinecock,matinecock,5.0,Don't put Metro tickets next to your smartphone or hotel electronic key!,2014-09-01
Johnamcc,Johnamcc,5.0,"Best metro in Europe, they say....I agree",2014-09-01
Katharine C,Katharine C,5.0,"frequent, on time, speedy, friendly, and musical",2014-09-01
Jean P,Jean P,1.0,Visitors to Museum D'Orsay beware,2014-09-01
GerogeDebbie,GerogeDebbie,4.0,The Metro is a great way to get around Paris,2014-09-01
Magellano81,Magellano81,2.0,"It works efficiently but it's tremendously dirty, old and smelly .",2014-06-01
Jolyon67,Jolyon67,4.0,Long walks at intersections,2014-04-01
Magacha,Magacha,5.0,paris Metro,2014-05-01
runash202,runash202,4.0,"Easy, safe & convenient...",2014-09-01
barTalpiot,barTalpiot,5.0,Great subway system.,2014-09-01
rovingrabbid,rovingrabbid,1.0,Not friendly at all,2014-08-01
Marcelo V,Marcelo V,2.0,Lower than average,2013-10-01
swtravelmom,swtravelmom,4.0,An easy to use system of subways,2014-08-01
jackmcf,jackmcf,1.0,A Bad Experience,2014-08-01
Butler Retired,Butler Retired,4.0,Do your homework,2014-08-01
grand51paul,grand51paul,5.0,Get the Navigo 7 day Pass,2014-07-01
Goodney,Goodney,5.0,Great Way to Navigate Paris,2014-07-01
arrrrgg,arrrrgg,5.0,"Paris metro navigo de couverte, 7 day subway and bus pass",2014-07-01
snorkelingfan46,snorkelingfan46,5.0,Great Travel Alternative,2014-07-01
Grant L,Grant L,5.0,Easy to travel,2014-07-01
BangkokSachse,BangkokSachse,3.0,Easy to Use but Beware of pickpockets,2014-07-01
John M,John M,4.0,Paris Metro - easy to navigate,2014-07-01
maxine l,maxine l,3.0,It's cheap and you get what you paid for,2014-04-01
1000Pavel,1000Pavel,3.0,The evening ever!,2014-06-01
Ismael D,Ismael D,3.0,The Absolute Worst Subway System,2014-07-01
Sarah M,Sarah M,2.0,Scary!!,2013-08-01
JohnCarter,JohnCarter,3.0,Cheap and efficient way to travel in Paris,2013-08-01
pblythe,pblythe,2.0,Take lots of hand sanitizer!,2014-06-01
Magdalena1984,Magdalena1984,5.0,"Dark, smelly, colourful, efficient and unique",2014-05-01
Tim R,Tim R,4.0,"Paris metro, bus",2014-06-01
Renzo_Joe,Renzo_Joe,2.0,Strike!,2014-06-01
CinSav,CinSav,4.0,Don't buy tickets starting from the aiport.,2014-02-01
MosLyn,MosLyn,4.0,Very few problems,2014-06-01
Lynne A,Lynne A,5.0,Best way to get around,2013-11-01
DHG,DHG,5.0,Best Metro System Ever!,2014-06-01
judyt1957,judyt1957,4.0,"Affordable, great coverage of the city, not handicapped friendly",2014-05-01
Janet2158,Janet2158,5.0,Excellent value!,2014-06-01
Andy C,Andy C,3.0,Metro is great...RER is terrible,2014-06-01
NancyWWH1963,NancyWWH1963,5.0,Best way to travel around Paris,2014-06-01
Pamela_PJ_Adams,Pamela_PJ_Adams,5.0,The Metro Gets You Around Paris Fast,2013-09-01
DarrylSmith,DarrylSmith,5.0,Best subway in Europe,2013-07-01
FiorellaSP,FiorellaSP,3.0,Difficult for elderly and disabled,2014-05-01
Robert j,Robert j,5.0,What a bargain and a way to get around,2014-05-01
goodgrr,goodgrr,4.0,Don't be afraid of the metro/RER/buses,2014-05-01
Bethlessiter4,Bethlessiter4,2.0,Metro police spoilt our trip to Paris!,2014-05-01
k2j2neis,k2j2neis,5.0,Best way to get around Paris,2014-05-01
Gug M,Gug M,3.0,Great system,2014-05-01
NWPILOT,NWPILOT,1.0,No Toilets,2014-05-01
Bodazapher,Bodazapher,5.0,Best way to travel round Paris,2014-05-01
redpagoda,redpagoda,5.0,Among the Best in the World,2014-05-01
trineTI92,trineTI92,4.0,Excellent facility in Paris,2014-01-01
Gerard_Karlie,Gerard_Karlie,5.0,Efficient and regular,2014-03-01
Brian S,Brian S,5.0,Excellent Way To Travel Around Paris.,2014-04-01
AjithBhaskaran,AjithBhaskaran,5.0,Best way to travel around Paris,2014-04-01
CaliforniaFoodie,CaliforniaFoodie,5.0,"Very efficient, the grid within Paris will get you almost anywhere within a short walk",2014-05-01
Vtsocalm,Vtsocalm,4.0,A great way to travel,2014-04-01
Les6447,Les6447,4.0,Efficient,2014-04-01
ozeeboy,ozeeboy,4.0,Get ready to walk!,2013-09-01
fliggits,fliggits,5.0,Super system,2014-03-01
Dirsh,Dirsh,5.0,Wonderful way to get around,2014-03-01
Peter C,Peter C,5.0,No need for a rental car,2014-03-01
William O,William O,5.0,Maybe the best,2014-02-01
Thomas R,Thomas R,4.0,5 days in Paris,2014-03-01
AisleSeat01,AisleSeat01,4.0,"Metro is Fast, Frequent but Confusing Ticket Machines",2014-03-01
Mark R,Mark R,5.0,Get to know which way you to go,2014-02-01
falconfling1,falconfling1,5.0,You must try the Metro to really get around and see Paris,2013-09-01
Melissa H,Melissa H,5.0,"Confusing at First, but very convenient",2014-01-01
Stewart N,Stewart N,5.0,Metro,2014-01-01
Rahul R,Rahul R,4.0,well connected,2014-01-01
GringoAlto2000,GringoAlto2000,5.0,WARNING: KEEP YOUR TICKETS -- 50 Euro FINE,2014-01-01
Edubz12,Edubz12,1.0,Scam at Porte Malliot,2014-01-01
Josephine B,Josephine B,3.0,Paris metro,2014-01-01
Kris D,Kris D,5.0,What you expect in Europe,2013-08-01
UGADawg2006,UGADawg2006,5.0,Very Easy To Use & Reasonably Priced,2014-01-01
Maja M,Maja M,4.0,Just a metro,2013-07-01
ivypoison,ivypoison,4.0,Not for any handicap,2013-03-01
LuisCruz,LuisCruz,4.0,"ffective, Accurate & Economic",2013-12-01
HiddenCaviar,HiddenCaviar,4.0,One of the better in the world,2013-12-01
biodont,biodont,4.0,best metro,2013-12-01
ChrisDCarlson,ChrisDCarlson,5.0,World Class,2013-04-01
BradJill,BradJill,3.0,Paris Metro - A good way to make your way around the city,2013-12-01
JacksonzMom,JacksonzMom,3.0,Gets you from point A to B!,2013-11-01
Arezki khaled B,Arezki khaled B,4.0,"fast, economical, convenient",2013-12-01
hungry_eye,hungry_eye,4.0,Paris Metro to Go,2013-11-01
SarahJM82,SarahJM82,1.0,Evil metro police,2013-10-01
voicelacksemotion,voicelacksemotion,1.0,Dirty,2013-11-01
Eli1962,Eli1962,3.0,A friendly tip:,2013-09-01
GeeJay83,GeeJay83,5.0,quick and clean,2013-06-01
wpbpatfl,wpbpatfl,5.0,Get Through Paris Quickly,2013-09-01
Laura E,Laura E,4.0,PARIS METRO IS GREAT BUT KEEP YOUR TICKETS!,2013-08-01
Kavo85,Kavo85,5.0,Absolutely brilliant service,2013-10-01
BeSteel_My_Heart,BeSteel_My_Heart,4.0,Easy,2013-09-01
C G,C G,5.0,Easy to use Metro,2013-10-01
Mike B,Mike B,3.0,Watch out for pickpockets masquerading as little girls,2013-10-01
AnitaGrb72,AnitaGrb72,5.0,Plan Plan Plan before you go,2013-10-01
KayLG,KayLG,1.0,Beware of young girls carrying a survey/donation folder and asking if you speak English.,2013-09-01
22Atomic,22Atomic,4.0,fast,2013-08-01
Gail D,Gail D,5.0,Easier than I thought,2013-08-01
hamiltonbergen,hamiltonbergen,5.0,Outstanding!,2013-05-01
MonsefMourad,MonsefMourad,4.0,Easy transportation everywhere in Paris.But.,2013-08-01
TravelMom269,TravelMom269,4.0,"So easy, makes a big city accessible",2013-08-01
Nimish Goray,Nimish Goray,4.0,Lifeline of the city!!!,2013-05-01
Josie Q,Josie Q,2.0,"Dirty, but cheap",2013-08-01
James M,James M,1.0,Paris Metro - Unfriendly,2013-08-01
Cristian E,Cristian E,1.0,Careful with the cheaters,2013-03-01
flunf,flunf,2.0,Poor,2013-08-01
Tim T,Tim T,3.0,Quick and easy,2013-08-01
TitoRon,TitoRon,4.0,Nothing stolen at all,2013-08-01
mnossel,mnossel,1.0,pick pocketed soon as arrived,2012-09-01
Bob T,Bob T,3.0,Beware Paris Metro Dodgy Doors dont lose a Foot!,2013-07-01
blaintm,blaintm,4.0,Fast and efficient public transport,2013-06-01
Gvipin,Gvipin,5.0,Metro / Tube / Train in Paris was great,2013-06-01
RoseAng2girls,RoseAng2girls,4.0,Can be challenging,2013-07-01
ShanevanJ,ShanevanJ,4.0,"Fast and efficient, don't be scared to ask if you are lost.",2013-07-01
MARK L,MARK L,5.0,Nothing is more convenient than using the RATP in Paris,2013-06-01
martin1104,martin1104,5.0,nice,2013-07-01
Ana H,Ana H,5.0,Just the best,2013-07-01
unclelouie,unclelouie,4.0,Fast and frequent,2013-06-01
Theresa E,Theresa E,3.0,Train Ride,2013-06-01
Brooksy_13,Brooksy_13,1.0,Beware of Metro Scam,2013-06-01
Holly R,Holly R,5.0,Week Pass Best Value + Get App,2013-06-01
k9team,k9team,1.0,Paris underground,2013-06-01
petlai,petlai,3.0,Easy to get around,2013-06-01
CDM49,CDM49,5.0,A Cheap An Easy Way To Travel Around The City Of Paris,2013-06-01
gzbruno,gzbruno,3.0,so so,2013-06-01
TChan80,TChan80,4.0,"Old and big, but easy to navigate",2013-06-01
VineetMalani,VineetMalani,5.0,Lifeblood of Paris,2013-06-01
hyknski,hyknski,4.0,Paris Metro experience,2013-05-01
blancanj,blancanj,4.0,Best mode of transportation!,2013-06-01
bbilmer,bbilmer,5.0,Don't Be Intimidated By Complex-Appearing System,2013-06-01
engineerjim,engineerjim,4.0,Not very disable friendly,2013-06-01
Kezza19,Kezza19,5.0,Easy To Master,2013-05-01
Michael M,Michael M,5.0,Easy,2013-05-01
Selbiqee,Selbiqee,4.0,Fast and easy but do be careful,2013-05-01
Malcolm Swallow,Malcolm Swallow,2.0,"you have to use it, but it's dumpsville central",2013-06-01
Lulabell H,Lulabell H,5.0,Ride the Metro!,2012-07-01
PKR_11,PKR_11,4.0,Great way to get around this beautiful city!,2013-05-01
Chaim L,Chaim L,5.0,"Easy to use, fast, cheap.",2013-05-01
Joe R,Joe R,5.0,"Frequent, Fast, Clean and Affordable",2012-10-01
kbabe31,kbabe31,5.0,Buy a Zone 1&2 Mobilis Ticket £6.60 for the day!,2013-05-01
Publandlord68,Publandlord68,5.0,Superb transport system,2013-05-01
joe1017,joe1017,1.0,Take a cab to the airport,2013-05-01
PT B,PT B,5.0,Idiot's guide to Paris subways,2013-05-01
LittleIrish85,LittleIrish85,4.0,Crazy,2013-04-01
Joanna M,Joanna M,5.0,THE way to get around,2013-01-01
lolittaLondon,lolittaLondon,3.0,Easy to use but ...dirty and smells of urine,2013-04-01
DPattersonInCH,DPattersonInCH,4.0,Feel free to use,2013-04-01
pegmat,pegmat,3.0,Smelly,2013-04-01
loupeter,loupeter,4.0,"Very good, very convenient, but take care - pickpockets and thugs abound in the metro",2012-12-01
rabhrab,rabhrab,5.0,Get your day ticket and get going!,2013-04-01
tiabdg,tiabdg,4.0,"Flexible, Easy and Cheap way to explore Paris",2013-03-01
xtalguy_11,xtalguy_11,5.0,Buy a pass,2013-04-01
Susan F,Susan F,5.0,Amazing transport system,2013-04-01
Claire1648,Claire1648,3.0,Easy way to travel,2013-04-01
LeeseyPow,LeeseyPow,5.0,"Cheap, frequent, easy to understand",2013-03-01
grace_tt,grace_tt,4.0,convinient and cheap metro,2013-02-01
Sam Bell,Sam Bell,1.0,"Terrible, look good only on movies",2012-04-01
lovestravelling23,lovestravelling23,3.0,Beware scam artists at ticket machines,2013-03-01
Turtlebay59,Turtlebay59,3.0,make sure you buy the correct tickets,2013-03-01
Lucindajane23,Lucindajane23,1.0,Watched a person eat fleas off their clothes,2013-03-01
4everlost,4everlost,2.0,"cheap transportation, but...",2012-11-01
Ellen R,Ellen R,5.0,paris metro EASY !!,2013-03-01
Angela C,Angela C,5.0,Easy to use and cheap transportation,2013-03-01
Doctorgyprons,Doctorgyprons,4.0,Le Metro is not only a way to get around,2013-01-01
imc410,imc410,4.0,very large and complex. but a bit confusing,2013-03-01
Baggieboy_9,Baggieboy_9,4.0,Best way around,2013-02-01
Lori S,Lori S,3.0,"Good way to get around, but lots of STAIRS!!!",2013-02-01
shamilaDubai,shamilaDubai,5.0,Underground world,2013-01-01
cautious1London,cautious1London,1.0,BEWARE PICK POCKETS,2013-01-01
WanderingSpriti,WanderingSpriti,3.0,"Good, frequent but leaves more to be desired",2012-02-01
AyuGuritno,AyuGuritno,5.0,You wont get lost even you don't understand french,2012-12-01
GoodFood88,GoodFood88,4.0,Nice clean system....,2012-07-01
Loretta R,Loretta R,5.0,Efficient Way to Explore City,2012-12-01
Melissa1130,Melissa1130,5.0,Best Train System EVER!!,2012-12-01
shamwari,shamwari,4.0,On time and excellent value for money,2012-12-01
H-squareV,H-squareV,5.0,Adds to the joy of discovering Paris !,2012-02-01
KeikoSF,KeikoSF,4.0,Paris by Metro,2012-12-01
Robert B,Robert B,4.0,Convenient,2012-07-01
TomR49,TomR49,5.0,The way subways should be - reliable and efficient.,2012-10-01
Kim C,Kim C,5.0,The French have public transport soughted!,2012-09-01
sreenathrk,sreenathrk,5.0,Best way to travel in Paris,2012-07-01
